session_id,song_id,time,combo
0c99b607,t+pazolite - Dogbite_Hard,55.494,21
0c99b607,t+pazolite - Dogbite_Hard,55.761,22
0c99b607,t+pazolite - Dogbite_Hard,56.08,23
0c99b607,t+pazolite - Dogbite_Hard,56.391,24
0c99b607,t+pazolite - Dogbite_Hard,56.688,25
0c99b607,t+pazolite - Dogbite_Hard,56.806,26
0c99b607,t+pazolite - Dogbite_Hard,57.188,27
0c99b607,t+pazolite - Dogbite_Hard,57.49,28
0c99b607,t+pazolite - Dogbite_Hard,57.839,29
0c99b607,t+pazolite - Dogbite_Hard,58.91,30
0c99b607,t+pazolite - Dogbite_Hard,59.388,31
0c99b607,t+pazolite - Dogbite_Hard,59.421,32
0c99b607,t+pazolite - Dogbite_Hard,59.72,33
0c99b607,t+pazolite - Dogbite_Hard,59.753,34
0c99b607,t+pazolite - Dogbite_Hard,59.956,35
0c99b607,t+pazolite - Dogbite_Hard,59.989,36
0c99b607,t+pazolite - Dogbite_Hard,60.238,37
0c99b607,t+pazolite - Dogbite_Hard,60.253,38
0c99b607,t+pazolite - Dogbite_Hard,60.7,39
0c99b607,t+pazolite - Dogbite_Hard,60.966,40
0c99b607,t+pazolite - Dogbite_Hard,61.285,41
0c99b607,t+pazolite - Dogbite_Hard,61.518,42
0c99b607,t+pazolite - Dogbite_Hard,61.866,43
0c99b607,t+pazolite - Dogbite_Hard,62.081,44
0c99b607,t+pazolite - Dogbite_Hard,62.445,45
0c99b607,t+pazolite - Dogbite_Hard,62.724,46
0c99b607,t+pazolite - Dogbite_Hard,63.089,47
0c99b607,t+pazolite - Dogbite_Hard,63.401,49
0c99b607,t+pazolite - Dogbite_Hard,63.715,50
0c99b607,t+pazolite - Dogbite_Hard,64.047,51
0c99b607,t+pazolite - Dogbite_Hard,64.396,52
0c99b607,t+pazolite - Dogbite_Hard,64.628,53
0c99b607,t+pazolite - Dogbite_Hard,64.961,54
0c99b607,t+pazolite - Dogbite_Hard,65.245,55
0c99b607,t+pazolite - Dogbite_Hard,65.56,56
0c99b607,t+pazolite - Dogbite_Hard,65.891,57
0c99b607,t+pazolite - Dogbite_Hard,66.173,58
0c99b607,t+pazolite - Dogbite_Hard,66.441,59
0c99b607,t+pazolite - Dogbite_Hard,66.727,60
0c99b607,t+pazolite - Dogbite_Hard,66.907,61
0c99b607,t+pazolite - Dogbite_Hard,67.025,62
0c99b607,t+pazolite - Dogbite_Hard,67.273,63
0c99b607,t+pazolite - Dogbite_Hard,67.605,64
0c99b607,t+pazolite - Dogbite_Hard,67.986,0
0c99b607,t+pazolite - Dogbite_Hard,68.933,1
0c99b607,t+pazolite - Dogbite_Hard,69.899,2
0c99b607,t+pazolite - Dogbite_Hard,70.512,3
0c99b607,t+pazolite - Dogbite_Hard,70.943,4
0c99b607,t+pazolite - Dogbite_Hard,71.19,5
0c99b607,t+pazolite - Dogbite_Hard,71.688,6
0c99b607,t+pazolite - Dogbite_Hard,72.333,7
0c99b607,t+pazolite - Dogbite_Hard,73.077,8
0c99b607,t+pazolite - Dogbite_Hard,73.528,9
0c99b607,t+pazolite - Dogbite_Hard,74.175,10
0c99b607,t+pazolite - Dogbite_Hard,75.38,11
0c99b607,t+pazolite - Dogbite_Hard,76.74,12
0c99b607,t+pazolite - Dogbite_Hard,77.12,13
0c99b607,t+pazolite - Dogbite_Hard,78.921,14
0c99b607,t+pazolite - Dogbite_Hard,80.129,15
0c99b607,t+pazolite - Dogbite_Hard,80.296,16
0c99b607,t+pazolite - Dogbite_Hard,80.608,17
0c99b607,t+pazolite - Dogbite_Hard,80.934,18
0c99b607,t+pazolite - Dogbite_Hard,81.267,19
0c99b607,t+pazolite - Dogbite_Hard,81.6,20
0c99b607,t+pazolite - Dogbite_Hard,81.901,21
0c99b607,t+pazolite - Dogbite_Hard,82.2,22
0c99b607,t+pazolite - Dogbite_Hard,82.448,23
0c99b607,t+pazolite - Dogbite_Hard,82.561,24
0c99b607,t+pazolite - Dogbite_Hard,82.774,25
0c99b607,t+pazolite - Dogbite_Hard,84.202,26
0c99b607,t+pazolite - Dogbite_Hard,85.241,27
0c99b607,t+pazolite - Dogbite_Hard,85.406,28
0c99b607,t+pazolite - Dogbite_Hard,86.531,29
0c99b607,t+pazolite - Dogbite_Hard,87.619,30
0c99b607,t+pazolite - Dogbite_Hard,88.4,31
0c99b607,t+pazolite - Dogbite_Hard,89.617,0
0c99b607,t+pazolite - Dogbite_Hard,90.129,1
0c99b607,t+pazolite - Dogbite_Hard,90.211,0
0c99b607,t+pazolite - Dogbite_Hard,90.489,1
0c99b607,t+pazolite - Dogbite_Hard,90.689,2
0c99b607,t+pazolite - Dogbite_Hard,90.99,3
0c99b607,t+pazolite - Dogbite_Hard,91.221,4
0c99b607,t+pazolite - Dogbite_Hard,91.401,5
0c99b607,t+pazolite - Dogbite_Hard,91.6,0
0c99b607,t+pazolite - Dogbite_Hard,92.128,1
0c99b607,t+pazolite - Dogbite_Hard,92.589,0
0c99b607,t+pazolite - Dogbite_Hard,93.007,1
0c99b607,t+pazolite - Dogbite_Hard,93.122,2
0c99b607,t+pazolite - Dogbite_Hard,93.835,3
0c99b607,t+pazolite - Dogbite_Hard,94.165,4
0c99b607,t+pazolite - Dogbite_Hard,94.449,5
0c99b607,t+pazolite - Dogbite_Hard,95.142,6
0c99b607,t+pazolite - Dogbite_Hard,95.193,7
0c99b607,t+pazolite - Dogbite_Hard,95.804,8
0c99b607,t+pazolite - Dogbite_Hard,96.372,9
0c99b607,t+pazolite - Dogbite_Hard,96.893,10
0c99b607,t+pazolite - Dogbite_Hard,97.244,11
0c99b607,t+pazolite - Dogbite_Hard,97.538,12
0c99b607,t+pazolite - Dogbite_Hard,97.82,13
0c99b607,t+pazolite - Dogbite_Hard,98.086,14
0c99b607,t+pazolite - Dogbite_Hard,98.419,15
0c99b607,t+pazolite - Dogbite_Hard,98.686,16
0c99b607,t+pazolite - Dogbite_Hard,99.153,17
0c99b607,t+pazolite - Dogbite_Hard,99.353,18
0c99b607,t+pazolite - Dogbite_Hard,99.617,19
0c99b607,t+pazolite - Dogbite_Hard,99.7,20
0c99b607,t+pazolite - Dogbite_Hard,99.884,21
0c99b607,t+pazolite - Dogbite_Hard,99.968,22
0c99b607,t+pazolite - Dogbite_Hard,100.218,23
0c99b607,t+pazolite - Dogbite_Hard,100.531,24
0c99b607,t+pazolite - Dogbite_Hard,100.663,25
0c99b607,t+pazolite - Dogbite_Hard,100.931,26
0c99b607,t+pazolite - Dogbite_Hard,100.98,27
0c99b607,t+pazolite - Dogbite_Hard,101.363,28
0c99b607,t+pazolite - Dogbite_Hard,101.43,29
0c99b607,t+pazolite - Dogbite_Hard,101.727,0
0c99b607,t+pazolite - Dogbite_Hard,101.877,1
0c99b607,t+pazolite - Dogbite_Hard,102.058,0
0c99b607,t+pazolite - Dogbite_Hard,102.537,1
0c99b607,t+pazolite - Dogbite_Hard,102.604,2
0c99b607,t+pazolite - Dogbite_Hard,102.807,3
0c99b607,t+pazolite - Dogbite_Hard,103.108,4
0c99b607,t+pazolite - Dogbite_Hard,103.372,5
0c99b607,t+pazolite - Dogbite_Hard,103.639,6
0c99b607,t+pazolite - Dogbite_Hard,103.837,7
0c99b607,t+pazolite - Dogbite_Hard,103.939,8
0c99b607,t+pazolite - Dogbite_Hard,104.17,9
0c99b607,t+pazolite - Dogbite_Hard,104.646,10
0c99b607,t+pazolite - Dogbite_Hard,104.894,11
0c99b607,t+pazolite - Dogbite_Hard,105.025,12
0c99b607,t+pazolite - Dogbite_Hard,105.226,13
0c99b607,t+pazolite - Dogbite_Hard,105.456,14
0c99b607,t+pazolite - Dogbite_Hard,105.767,15
0c99b607,t+pazolite - Dogbite_Hard,106.112,16
0c99b607,t+pazolite - Dogbite_Hard,106.546,17
0c99b607,t+pazolite - Dogbite_Hard,106.712,18
0c99b607,t+pazolite - Dogbite_Hard,106.892,19
0c99b607,t+pazolite - Dogbite_Hard,106.926,20
0c99b607,t+pazolite - Dogbite_Hard,107.208,21
0c99b607,t+pazolite - Dogbite_Hard,107.405,22
0c99b607,t+pazolite - Dogbite_Hard,107.736,23
0c99b607,t+pazolite - Dogbite_Hard,107.935,24
0c99b607,t+pazolite - Dogbite_Hard,107.999,25
0c99b607,t+pazolite - Dogbite_Hard,108.115,26
0c99b607,t+pazolite - Dogbite_Hard,108.264,27
0c99b607,t+pazolite - Dogbite_Hard,108.543,28
0c99b607,t+pazolite - Dogbite_Hard,108.955,29
0c99b607,t+pazolite - Dogbite_Hard,109.255,30
0c99b607,t+pazolite - Dogbite_Hard,109.618,31
0c99b607,t+pazolite - Dogbite_Hard,109.733,32
0c99b607,t+pazolite - Dogbite_Hard,109.767,33
0c99b607,t+pazolite - Dogbite_Hard,110.149,34
0c99b607,t+pazolite - Dogbite_Hard,110.448,0
0c99b607,t+pazolite - Dogbite_Hard,110.633,1
0c99b607,t+pazolite - Dogbite_Hard,110.896,2
0c99b607,t+pazolite - Dogbite_Hard,110.961,0
0c99b607,t+pazolite - Dogbite_Hard,110.994,1
0c99b607,t+pazolite - Dogbite_Hard,111.336,2
0c99b607,t+pazolite - Dogbite_Hard,111.353,3
0c99b607,t+pazolite - Dogbite_Hard,111.632,4
0c99b607,t+pazolite - Dogbite_Hard,111.847,5
0c99b607,t+pazolite - Dogbite_Hard,111.964,6
0c99b607,t+pazolite - Dogbite_Hard,112.311,7
0c99b607,t+pazolite - Dogbite_Hard,112.575,8
0c99b607,t+pazolite - Dogbite_Hard,112.592,0
0c99b607,t+pazolite - Dogbite_Hard,112.774,1
0c99b607,t+pazolite - Dogbite_Hard,112.97,2
0c99b607,t+pazolite - Dogbite_Hard,113.068,3
0c99b607,t+pazolite - Dogbite_Hard,113.215,4
0c99b607,t+pazolite - Dogbite_Hard,113.461,5
0c99b607,t+pazolite - Dogbite_Hard,113.494,6
0c99b607,t+pazolite - Dogbite_Hard,113.721,0
0c99b607,t+pazolite - Dogbite_Hard,113.954,1
0c99b607,t+pazolite - Dogbite_Hard,114.116,2
0c99b607,t+pazolite - Dogbite_Hard,114.249,3
0c99b607,t+pazolite - Dogbite_Hard,114.483,4
0c99b607,t+pazolite - Dogbite_Hard,114.75,5
0c99b607,t+pazolite - Dogbite_Hard,115.086,6
0c99b607,t+pazolite - Dogbite_Hard,115.254,7
0c99b607,t+pazolite - Dogbite_Hard,115.386,8
0c99b607,t+pazolite - Dogbite_Hard,115.633,9
0c99b607,t+pazolite - Dogbite_Hard,116.03,10
0c99b607,t+pazolite - Dogbite_Hard,116.209,0
0c99b607,t+pazolite - Dogbite_Hard,116.276,1
0c99b607,t+pazolite - Dogbite_Hard,116.524,2
0c99b607,t+pazolite - Dogbite_Hard,116.869,3
0c99b607,t+pazolite - Dogbite_Hard,117.069,4
0c99b607,t+pazolite - Dogbite_Hard,117.266,5
0c99b607,t+pazolite - Dogbite_Hard,117.316,6
0c99b607,t+pazolite - Dogbite_Hard,117.446,7
0c99b607,t+pazolite - Dogbite_Hard,117.593,8
0c99b607,t+pazolite - Dogbite_Hard,117.839,9
0c99b607,t+pazolite - Dogbite_Hard,117.872,10
0c99b607,t+pazolite - Dogbite_Hard,118.018,11
0c99b607,t+pazolite - Dogbite_Hard,118.083,12
0c99b607,t+pazolite - Dogbite_Hard,118.196,13
0c99b607,t+pazolite - Dogbite_Hard,118.246,14
0c99b607,t+pazolite - Dogbite_Hard,118.431,15
0c99b607,t+pazolite - Dogbite_Hard,118.756,16
0c99b607,t+pazolite - Dogbite_Hard,118.839,17
0c99b607,t+pazolite - Dogbite_Hard,118.939,18
0c99b607,t+pazolite - Dogbite_Hard,118.971,19
0c99b607,t+pazolite - Dogbite_Hard,119.071,20
0c99b607,t+pazolite - Dogbite_Hard,119.184,21
0c99b607,t+pazolite - Dogbite_Hard,119.232,22
0c99b607,t+pazolite - Dogbite_Hard,119.281,23
0c99b607,t+pazolite - Dogbite_Hard,119.611,0
0c99b607,t+pazolite - Dogbite_Hard,119.628,3
