session_id,song_id,time,note_time,result,note_type
0c99b607,t+pazolite - Dogbite_Hard,29.836,29.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,30.154,30.25,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,30.466,30.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,30.73,30.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,31.094,31.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,31.394,31.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,31.692,31.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,31.977,32.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,32.261,32.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,32.577,32.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,32.825,32.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,33.124,33.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,33.489,33.625,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,33.807,33.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,34.141,34.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,34.437,34.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,34.771,34.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,36.017,36.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,36.332,36.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,36.593,36.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,36.855,36.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,37.153,37.25,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,37.514,37.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,37.799,37.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,37.932,38.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,38.08,38.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,38.424,38.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,38.691,38.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,39.038,39.125,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,39.333,39.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,39.593,39.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,39.761,39.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,39.941,40.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,40.075,40.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,40.108,40.25,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,40.29,40.25,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,40.358,40.25,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,40.528,40.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,40.711,40.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,40.925,41.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,41.225,41.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,41.523,41.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,41.822,41.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,42.204,42.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,42.472,42.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,42.769,42.875,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,43.069,43.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,43.069,43.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,43.384,43.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,43.697,43.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,44.024,44.125,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,44.65,44.75,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,45.149,45.25,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,45.495,45.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,45.809,45.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,46.135,46.25,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,46.479,46.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,46.712,46.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,46.86,46.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,47.061,47.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,47.374,47.5,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,47.704,47.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,47.837,47.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,47.954,48.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,48.286,48.375,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,48.601,48.75,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,48.943,49.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,49.515,49.625,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,49.581,49.375,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,49.775,49.875,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,49.908,50.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,50.206,50.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,50.924,50.75,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,51.532,51.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,51.549,51.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,52.008,52.125,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,52.345,52.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,52.345,52.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,52.743,52.875,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,52.877,52.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,53.178,53.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,53.196,53.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,53.312,53.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,53.444,53.25,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,53.577,53.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,53.594,53.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,53.904,54.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,53.921,54.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,54.436,54.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,54.436,54.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,54.436,54.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,54.733,54.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,54.751,54.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,55.196,55.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,55.476,55.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,55.744,55.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,56.063,56.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,56.375,56.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,56.671,56.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,56.789,56.875,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,57.17,57.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,57.473,57.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,57.822,57.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,58.893,58.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,59.371,59.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,59.405,59.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,59.704,59.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,59.737,59.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,59.939,60.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,59.972,60.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,60.221,60.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,60.238,60.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,60.683,60.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,60.949,61.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,61.268,61.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,61.502,61.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,61.85,61.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,62.064,62.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,62.428,62.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,62.707,62.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,63.072,63.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,63.384,63.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,63.384,63.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,63.698,63.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,64.029,64.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,64.379,64.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,64.611,64.75,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,64.945,65.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,65.228,65.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,65.542,65.625,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,65.874,65.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,66.156,66.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,66.425,66.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,66.709,66.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,66.89,66.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,67.007,67.125,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,67.256,67.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,67.588,67.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,67.969,68.125,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,68.917,69.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,69.882,69.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,70.495,70.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,70.926,70.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,71.174,71.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,71.672,71.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,72.316,72.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,73.06,73.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,73.511,73.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,74.158,74.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,75.38,74.75,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,76.74,76.0,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,77.103,77.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,78.905,78.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,80.129,78.5,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,80.278,80.375,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,80.591,80.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,80.917,81.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,81.25,81.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,81.583,81.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,81.883,81.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,82.182,82.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,82.431,82.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,82.561,80.625,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,82.757,82.875,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,83.219,82.875,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,84.185,84.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,85.224,85.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,85.406,83.875,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,86.512,86.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,87.619,87.0,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,88.4,87.875,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,89.617,89.125,MISS,slide
0c99b607,t+pazolite - Dogbite_Hard,90.129,89.625,PERFECT,slide
0c99b607,t+pazolite - Dogbite_Hard,90.211,90.0,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,90.456,90.25,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,90.473,90.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,90.671,90.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,90.973,91.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,91.204,91.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,91.384,91.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,91.583,91.75,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,92.111,92.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,92.589,92.375,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,92.956,92.75,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,92.99,93.125,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,93.105,93.25,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,93.289,93.25,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,93.817,93.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,94.148,94.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,94.432,94.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,95.125,95.25,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,95.175,95.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,95.786,95.875,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,96.355,96.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,96.876,96.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,97.226,97.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,97.521,97.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,97.804,97.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,98.069,98.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,98.401,98.5,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,98.669,98.75,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,99.135,99.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,99.335,99.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,99.6,99.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,99.684,99.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,99.867,100.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,99.95,100.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,100.201,100.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,100.513,100.625,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,100.646,100.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,100.913,100.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,100.964,101.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,101.346,101.25,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,101.413,101.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,101.709,101.875,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,101.827,101.625,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,101.86,101.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,102.04,102.25,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,102.52,102.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,102.587,102.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,102.79,102.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,103.089,103.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,103.354,103.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,103.621,103.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,103.82,103.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,103.922,104.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,104.153,104.25,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,104.629,104.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,104.877,104.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,105.009,105.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,105.209,105.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,105.439,105.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,105.75,105.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,106.095,106.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,106.529,106.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,106.695,106.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,106.875,106.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,106.909,106.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,107.191,107.125,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,107.388,107.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,107.718,107.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,107.918,108.0,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,107.983,108.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,108.098,108.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,108.247,108.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,108.526,108.625,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,108.938,109.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,109.237,109.375,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,109.602,109.625,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,109.716,109.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,109.75,109.875,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,110.132,110.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,110.431,110.625,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,110.616,110.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,110.881,111.0,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,110.961,110.75,MISS,hold
0c99b607,t+pazolite - Dogbite_Hard,110.979,111.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,111.319,111.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,111.336,111.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,111.615,111.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,111.83,111.75,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,111.946,112.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,112.294,112.375,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,112.559,112.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,112.592,112.375,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,112.758,112.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,112.954,112.875,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,113.051,113.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,113.199,113.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,113.444,113.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,113.477,113.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,113.704,113.875,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,113.937,114.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,114.099,114.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,114.231,114.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,114.466,114.5,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,114.733,114.875,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,115.069,115.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,115.237,115.375,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,115.369,115.375,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,115.616,115.75,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,116.013,116.0,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,116.209,116.0,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,116.259,116.25,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,116.507,116.625,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,116.852,116.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,117.052,117.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,117.249,117.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,117.299,117.375,PERFECT,hold
0c99b607,t+pazolite - Dogbite_Hard,117.429,117.5,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,117.576,117.625,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,117.822,117.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,117.855,117.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,118.002,118.125,GOOD,hold
0c99b607,t+pazolite - Dogbite_Hard,118.067,118.0,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,118.179,118.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,118.23,118.375,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,118.414,118.5,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,118.74,118.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,118.822,118.75,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,118.922,118.875,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,118.956,118.875,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,119.053,119.125,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,119.168,119.25,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,119.215,119.25,PERFECT,tap
0c99b607,t+pazolite - Dogbite_Hard,119.264,119.375,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,119.594,119.75,MISS,tap
0c99b607,t+pazolite - Dogbite_Hard,119.611,119.75,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,119.611,119.75,GOOD,tap
0c99b607,t+pazolite - Dogbite_Hard,119.611,119.75,GOOD,tap
