session_id,song_id,time,note_time,result,note_type
caf3de85,t+pazolite - Dogbite_Basic,99.065,99.125,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,99.361,99.375,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,99.826,100.0,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,100.576,100.625,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,101.209,101.25,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,101.495,101.5,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,101.814,101.875,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,102.094,102.125,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,102.408,102.375,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,102.558,102.5,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,103.088,103.125,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,103.088,103.125,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,103.702,103.75,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,103.702,103.75,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,104.282,104.375,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,104.696,104.875,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,105.411,105.5,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,106.074,106.125,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,106.485,106.625,GOOD,hold
caf3de85,t+pazolite - Dogbite_Basic,107.333,107.375,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,107.578,107.625,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,107.955,108.0,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,108.241,108.25,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,108.539,108.625,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,109.604,109.625,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,109.721,109.75,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,111.23,111.375,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,111.689,111.75,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,112.589,112.625,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,112.955,113.125,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,114.163,114.125,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,115.113,115.125,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,115.113,115.125,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,115.381,115.375,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,115.398,115.375,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,115.911,116.0,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,115.928,116.0,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,116.554,116.625,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,116.871,116.875,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,117.184,117.25,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,117.234,117.25,PERFECT,hold
caf3de85,t+pazolite - Dogbite_Basic,117.778,117.875,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,117.991,118.125,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,118.339,118.375,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,118.587,118.75,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,118.687,118.75,PERFECT,tap
caf3de85,t+pazolite - Dogbite_Basic,119.017,119.125,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,119.097,119.25,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,119.246,119.375,GOOD,tap
caf3de85,t+pazolite - Dogbite_Basic,119.345,119.5,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,119.558,119.75,MISS,tap
caf3de85,t+pazolite - Dogbite_Basic,120.431,120.625,MISS,tap
